job_title,company_name,location,posted_date,salary_min,salary_max,salary_currency,job_type,job_level,experience_required,skills,source,salary_missing,salary_avg,salary_range,experience_bucket,skill_count,skill_AI,skill_SQL,skill_Java,skill_API,skill_Python,skill_Excel,skill_Agile,skill_REST,skill_Security,skill_CI_CD,skill_AWS,skill_Linux,skill_Docker,skill_Scrum,skill_ERP,skill_DevOps,skill_Git,skill_React,skill_CRM,skill_JavaScript,has_cloud,has_ai_ml,has_devops,has_data,posted_month,posted_week,job_level_Intern,job_level_Junior,job_level_Mid,job_level_Senior,job_level_ManagerPlus,location_Hanoi,location_HCM,location_DaNang,location_Other,cat_UIUX,cat_Fullstack,cat_AIML,cat_Other,cat_Sales,cat_SysAdmin,cat_BA,cat_QA,cat_Backend,cat_ProjectMgr,cat_ITMgr,cat_DevOps,cat_Mobile,cat_Security,cat_Frontend,cat_ERP,cat_ProductMgr,cat_DataAnalyst,cat_ITSupport,cat_Game,cat_DataEngineer,cat_Consultant,cat_Embedded,cat_Cloud,cat_Architect,cat_DBA,cat_Blockchain
IT Manager,CÔNG TY TNHH APPEN DATA TECHNOLOGY VIỆT NAM,Hanoi,2026-05-07,,,,Full-time,Manager+,1.0,"PowerPoint, Project Management, Excel",topcv,True,,,0-1,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026-05,2026-W19,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Data Engineer,CÔNG TY TNHH MITEK VIỆT NAM,Ho Chi Minh City,2026-05-07,,,,Full-time,Senior,4.0,"Data Science, SQL, Power BI, Python, Java, Azure, CI/CD, DevOps, Git",topcv,True,,,3-5,9,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,1,1,2026-05,2026-W19,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Fullstack/Software Engineer,CÔNG TY CỔ PHẦN RIKKEI EDUCATION,Hanoi,2026-05-07,6000000.0,7000000.0,VND,Internship,Intern,0.0,"Java, C++, Python, HTML, CSS",topcv,False,6500000.0,<10M,0-1,5,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026-05,2026-W19,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Embedded Engineer,Công ty Cổ phần Tập đoàn G,Hanoi,2026-05-07,,,,Full-time,Senior,2.0,"Agile, Scrum, AI, Jira, PMP",topcv,True,,,1-3,5,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2026-05,2026-W19,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Project Manager,Viettel Software,Hanoi,2026-05-07,,,,Full-time,Senior,2.0,,topcv,True,,,1-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026-05,2026-W19,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fullstack/Software Engineer,Viettel Software,Hanoi,2026-05-07,,,,Full-time,Senior,4.0,"Python, Java, Go, React, Angular, Spring, MongoDB, MySQL, Redis, Kafka, Agile",topcv,True,,,3-5,11,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2026-05,2026-W19,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Data Analyst,Viettel Software,Hanoi,2026-05-07,,,,Full-time,Senior,2.0,"Data Science, SQL, NoSQL, Elasticsearch, Tableau, Data Analysis",topcv,True,,,1-3,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2026-05,2026-W19,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Business Analyst,Viettel Software,Hanoi,2026-05-07,,,,Full-time,Senior,2.0,"SQL, API",topcv,True,,,1-3,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2026-05,2026-W19,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Data Engineer,CÔNG TY CỔ PHẦN ĐẦU TƯ CÔNG NGHỆ & ĐỔI MỚI VIỆT,Hanoi,2026-05-07,,,,Full-time,Senior,3.0,"Data Science, Python, Java, AWS, Azure, SQL, NoSQL, Kafka, ETL",topcv,True,,,1-3,9,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,2026-05,2026-W19,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Sales/Presales,CÔNG TY CỔ PHẦN CÔNG NGHỆ GIẢI PHÁP THI THIÊN,Ho Chi Minh City,2026-05-07,,,,Full-time,Mid,0.0,,topcv,True,,,0-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026-05,2026-W19,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UI/UX Designer,TNHH ECXO,Ho Chi Minh City,2026-05-07,,,,Internship,Intern,0.0,,topcv,True,,,0-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026-05,2026-W19,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fullstack/Software Engineer,Công ty Cổ phần Giải pháp Phần mềm Biplus Việt Nam,Hanoi,2026-05-07,,,,Full-time,Senior,3.0,"Java, React, Angular, DevOps, Agile, Scrum, API",topcv,True,,,1-3,7,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,2026-05,2026-W19,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
System/Network Admin,Chi Nhánh Công Ty Cổ Phần Đầu Tư Thế Giới Sữa tại Nghệ An,Other,2026-05-07,,,,Full-time,Mid,1.0,,topcv,True,,,0-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026-05,2026-W19,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sales/Presales,CÔNG TY CỔ PHẦN VDO,Ho Chi Minh City,2026-05-07,20000000.0,30000000.0,VND,Full-time,Mid,2.0,"Excel, CRM",topcv,False,25000000.0,20-30M,1-3,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2026-05,2026-W19,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Blockchain Developer,CÔNG TY TNHH TẬP ĐOÀN CÔNG NGHỆ WIKEX EXCHANGE,Ho Chi Minh City,2026-05-07,,50000000.0,VND,Full-time,Mid,2.0,"Rust, Security",topcv,False,,,1-3,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026-05,2026-W19,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Business Analyst,Hộ Kinh Doanh Sửa Chữa Bảo Hành 1 (One),Ho Chi Minh City,2026-05-07,15000000.0,20000000.0,VND,Full-time,Mid,1.0,"ERP, CRM",topcv,False,17500000.0,15-20M,0-1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2026-05,2026-W19,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
System/Network Admin,CÔNG TY TNHH CITY ONE VIỆT NAM,Ho Chi Minh City,2026-05-07,10000000.0,13000000.0,VND,Full-time,Senior,1.0,,topcv,False,11500000.0,10-15M,0-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026-05,2026-W19,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Business Analyst,CÔNG TY TNHH CITY ONE VIỆT NAM,Ho Chi Minh City,2026-05-07,15000000.0,20000000.0,VND,Full-time,Mid,1.0,"ERP, CRM",topcv,False,17500000.0,15-20M,0-1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2026-05,2026-W19,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Security Engineer,CÔNG TY TNHH KHÓA HUY HOÀNG,Hanoi,2026-05-07,18000000.0,22000000.0,VND,Full-time,Mid,1.0,"SQL, NoSQL, Linux, Firewall, VMware",topcv,False,20000000.0,20-30M,0-1,5,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2026-05,2026-W19,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Other,Công ty TNHH Công nghệ ZLINK Việt Nam,Hanoi,2026-05-07,,,,Internship,Intern,0.0,,topcv,True,,,0-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026-05,2026-W19,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Frontend Developer,CÔNG TY CỔ PHẦN ĐẦU TƯ CÔNG NGHỆ & ĐỔI MỚI VIỆT,Hanoi,2026-05-07,,,,Full-time,Senior,3.0,"Java, JavaScript, TypeScript, Vue, Docker, CI/CD, Git, GraphQL, Microservices, HTML, CSS, Tailwind, API",topcv,True,,,1-3,13,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,1,0,2026-05,2026-W19,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Fullstack/Software Engineer,CÔNG TY CỔ PHẦN ANSTAY VIỆT NAM,Hanoi,2026-05-07,,,,Internship,Intern,0.0,"Python, Java, JavaScript, AI, API, CRM",topcv,True,,,0-1,6,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,2026-05,2026-W19,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Product Manager/Owner,Công ty Cổ phần VND Công nghệ Tài chính,Hanoi,2026-05-07,20000000.0,25000000.0,VND,Full-time,Mid,1.0,Go,topcv,False,22500000.0,20-30M,0-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026-05,2026-W19,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
AI/ML Engineer,Hương Việt Group,Da Nang,2026-05-07,25000000.0,,VND,Full-time,Mid,2.0,".NET, AI",topcv,False,,,1-3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2026-05,2026-W19,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fullstack/Software Engineer,CÔNG TY TNHH DEGO HOLDING,Other,2026-05-07,11000000.0,14000000.0,VND,Full-time,Mid,1.0,"Python, Java, TypeScript, Go, React, Docker, AWS, GCP, DevOps, SQL, NoSQL, MongoDB, PostgreSQL, MySQL, Git, REST, Microservices, AI, API, ERP, CRM",topcv,False,12500000.0,10-15M,0-1,21,1,1,1,1,1,0,0,1,0,0,1,0,1,0,1,1,1,1,1,0,1,1,1,1,2026-05,2026-W19,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sales/Presales,CÔNG TY TNHH CÔNG NGHỆ - THIẾT BỊ - GIÁO DỤC SONG PHƯƠNG,Other,2026-05-07,,,,Full-time,Mid,1.0,,topcv,True,,,0-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026-05,2026-W19,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fullstack/Software Engineer,CÔNG TY CỔ PHẦN CÔNG NGHỆ SANDBOXVN,Hanoi,2026-05-07,10000000.0,15000000.0,VND,Full-time,Mid,1.0,"ERP, CRM",topcv,False,12500000.0,10-15M,0-1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2026-05,2026-W19,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fullstack/Software Engineer,Công Ty Cổ Phần Chăn Nuôi C.P. Việt Nam,Other,2026-05-07,9000000.0,11000000.0,VND,Full-time,Mid,0.0,"Python, SQL, Excel",topcv,False,10000000.0,10-15M,0-1,3,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2026-05,2026-W19,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERP/CRM Specialist,Công Ty TNHH NASYS,Hanoi,2026-05-07,10000000.0,20000000.0,VND,Full-time,Mid,0.0,CRM,topcv,False,15000000.0,15-20M,0-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2026-05,2026-W19,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Product Manager/Owner,CÔNG TY CỔ PHẦN ALADIN CONTRACT,Hanoi,2026-05-07,,,,Full-time,Manager+,1.0,"Scrum, AI, Jira",topcv,True,,,0-1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2026-05,2026-W19,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Sales/Presales,CÔNG TY TNHH PHẦN MỀM CÔNG NGHIỆP SỐ,Ho Chi Minh City,2026-05-07,20000000.0,30000000.0,VND,Full-time,Mid,3.0,,topcv,False,25000000.0,20-30M,1-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026-05,2026-W19,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Other,CÔNG TY CỔ PHẦN BEYOND COMMUNICATION,Ho Chi Minh City,2026-05-07,12000000.0,17000000.0,VND,Full-time,Mid,1.0,,topcv,False,14500000.0,10-15M,0-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026-05,2026-W19,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fullstack/Software Engineer,CÔNG TY TRÁCH NHIỆM HỮU HẠN NANYANG BIOLOGICS VIỆT NAM,Hanoi,2026-05-07,20000000.0,30000000.0,VND,Full-time,Manager+,3.0,"Python, TypeScript, React, Next.js, Node.js, FastAPI, Docker, Kubernetes, AWS, Azure, GCP, CI/CD, SQL, NoSQL, REST, GraphQL, AI, Excel, Security",topcv,False,25000000.0,20-30M,1-3,19,1,1,0,0,1,1,0,1,1,1,1,0,1,0,0,0,0,1,0,0,1,1,1,1,2026-05,2026-W19,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sales/Presales,CÔNG TY TNHH CÔNG NGHỆ SUPA,Hanoi,2026-05-07,,,,Full-time,Mid,0.0,"ERP, CRM",topcv,True,,,0-1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2026-05,2026-W19,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Backend Developer,CÔNG TY TNHH TRUYỀN HÌNH FPT,Ho Chi Minh City,2026-05-07,,,,Full-time,Senior,3.0,"Go, .NET, Docker, Kubernetes, SQL, NoSQL, MongoDB, PostgreSQL, MySQL, Redis, Kafka, RabbitMQ, Linux, REST, Microservices, API, Networking",topcv,True,,,1-3,17,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,2026-05,2026-W19,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Product Manager/Owner,CHI NHÁNH THÀNH PHỐ HỒ CHÍ MINH - CÔNG TY CỔ PHẦN AD.TEK,Ho Chi Minh City,2026-05-07,,,,Full-time,Manager+,3.0,Networking,topcv,True,,,1-3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026-05,2026-W19,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
System/Network Admin,Công ty Cổ phần Y Dược Vietlife,Hanoi,2026-05-07,,,,Full-time,Manager+,5.0,"Linux, REST, Firewall, VPN, Active Directory, VMware",topcv,True,,,3-5,6,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2026-05,2026-W19,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fullstack/Software Engineer,Chi Nhánh Công Ty Cổ Phần Phần Mềm Quốc Tế 3S Huế Tại Đà Nẵng,Da Nang,2026-05-07,,20000000.0,VND,Full-time,Mid,3.0,"Java, JavaScript, TypeScript, SQL, PostgreSQL, Git, HTML, CSS",topcv,False,,,1-3,8,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,2026-05,2026-W19,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fullstack/Software Engineer,CÔNG TY CỔ PHẦN LUKLAK,Hanoi,2026-05-07,8000000.0,15000000.0,VND,Full-time,Mid,1.0,"Javascript, REST, Python, Java, AI, Excel, API, CRM",topcv,False,11500000.0,10-15M,0-1,8,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,2026-05,2026-W19,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UI/UX Designer,Woori Bank Vietnam,Hanoi,2026-05-07,,,,Full-time,Mid,1.0,,topcv,True,,,0-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026-05,2026-W19,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sales/Presales,Công ty TNHH Công nghệ MK1 Việt Nam,Hanoi,2026-05-07,10000000.0,25000000.0,VND,Full-time,Mid,1.0,Networking,topcv,False,17500000.0,15-20M,0-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026-05,2026-W19,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERP/CRM Specialist,Công ty TNHH Dụng cụ An Mi,Hanoi,2026-05-07,18000000.0,28000000.0,VND,Full-time,Mid,2.0,ERP,topcv,False,23000000.0,20-30M,1-3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2026-05,2026-W19,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
IT Support,Công ty Cổ phần Chứng khoán HD,Ho Chi Minh City,2026-05-07,,,,Full-time,Mid,2.0,,topcv,True,,,1-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026-05,2026-W19,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Game Developer,Công ty cổ phần Công nghệ và Dịch vụ XGame,Hanoi,2026-05-07,3000000.0,5000000.0,VND,Full-time,Intern,0.0,,topcv,False,4000000.0,<10M,0-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026-05,2026-W19,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Frontend Developer,CELLPHONES,Ho Chi Minh City,2026-05-07,11000000.0,16000000.0,VND,Full-time,Mid,1.0,"CSS, HTML, Javascript",topcv,False,13500000.0,10-15M,0-1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2026-05,2026-W19,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Fullstack/Software Engineer,Công ty TNHH ALPHA NETWORKS VIỆT NAM,Other,2026-05-07,,,,Full-time,Mid,1.0,Python,topcv,True,,,0-1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026-05,2026-W19,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IT Manager,Công ty CP Công nghệ phần mềm và nội dung số OSP,Hanoi,2026-05-07,,40000000.0,VND,Full-time,Manager+,1.0,"Agile, Scrum, AI, Jira",topcv,False,,,0-1,4,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2026-05,2026-W19,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Other,CÔNG TY TNHH CÔNG NGHỆ AMCOLAB,Hanoi,2026-05-07,9000000.0,14000000.0,VND,Full-time,Mid,1.0,,topcv,False,11500000.0,10-15M,0-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026-05,2026-W19,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Project Manager,CÔNG TY TNHH ĐẦU TƯ TẬP ĐOÀN MẶT TRỜI,Hanoi,2026-05-07,,,,Full-time,Manager+,2.0,"Agile, Scrum, Excel, Jira, Project Management, PMP",topcv,True,,,1-3,6,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2026-05,2026-W19,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UI/UX Designer,Cty CP SX - TM Điện Tử Thiên Thành Đạt,Ho Chi Minh City,2026-05-07,12000000.0,18000000.0,VND,Full-time,Mid,1.0,Figma,topcv,False,15000000.0,15-20M,0-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026-05,2026-W19,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Business Analyst,CÔNG TY TNHH TRUYỀN HÌNH FPT,Ho Chi Minh City,2026-05-07,,,,Full-time,Senior,2.0,,topcv,True,,,1-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026-05,2026-W19,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
System/Network Admin,CÔNG TY TNHH DECHANG VIỆT NAM,Other,2026-05-07,,,,Full-time,Mid,2.0,"Python, Security",topcv,True,,,1-3,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026-05,2026-W19,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DevOps/Infra Engineer,Công ty Cổ phần Chứng khoán An Bình,Hanoi,2026-05-07,,,,Full-time,Mid,2.0,"Python, Go, Docker, Kubernetes, AWS, Azure, GCP, Terraform, Ansible, Jenkins, CI/CD, DevOps, SQL, NoSQL, Linux, Networking, Security",topcv,True,,,1-3,17,0,1,0,0,1,0,0,0,1,1,1,1,1,0,0,1,0,0,0,0,1,0,1,1,2026-05,2026-W19,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sales/Presales,Công ty CP Đầu tư thương mại và công nghệ BKT,Hanoi,2026-05-07,,,,Full-time,Mid,0.0,,topcv,True,,,0-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026-05,2026-W19,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AI/ML Engineer,FPT Software,Other,2026-05-07,,,,Full-time,Mid,2.0,"NLP, LLM, AWS, Azure, GCP, Machine Learning, Deep Learning, AI, Excel",topcv,True,,,1-3,9,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,2026-05,2026-W19,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Backend Developer,FPT Software,Other,2026-05-07,,,,Full-time,Mid,3.0,"CSS, HTML, MongoDB, MySQL, Angular, Javascript, JQuery, Java, Spring, Spring Boot, REST, Microservices, Excel, Security",topcv,True,,,1-3,14,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2026-05,2026-W19,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
